node_label,freq0,qc,qd,qi,qf,qdsig,diff,num_replicates,notes
QS2,0.35,-0.09105392149034808,0.46153846153846156,0.19999999999999996,NA,NA,0.0,100,
QS3,0.9852941176470589,0.889419155230113,0.0,0.6799999999999999,NA,NA,9.29815799999983,100,
QS4,0.782608695652174,0.3902369120357789,0.8,0.45999999999999996,NA,NA,3.5014659999997093,100,
QS5,0.3076923076923077,-0.005262762122049902,0.8888888888888888,0.26,NA,NA,10.344594000000143,100,
QS6,0.9761904761904762,0.8825614461539468,1.0,0.84,NA,NA,8.090212999999494,100,
QS7,1.0,1,NA,0.89,NA,NA,11.590234000000237,100,
QS8,0.3,-0.00884052856778128,0.8571428571428572,0.09999999999999998,NA,NA,0.0,100,
QS9,0.935064935064935,0.7414574742538906,0.8,0.77,NA,NA,2.5897600000002967,100,
QS10,1.0,1,NA,0.98,NA,NA,36.963914000000386,100,
QS11,0.16666666666666666,-0.07938016428569505,0.8,0.12,NA,NA,0.18168599999989965,100,
QS12,0.9066666666666666,0.6596424957554037,0.8571428571428572,0.75,NA,NA,8.508292999999867,100,
QS13,1.0,1,NA,0.96,NA,NA,11.332161999999926,100,
QS14,0.3684210526315789,0.010502461377285055,0.8333333333333334,0.18999999999999995,NA,NA,1.2908230000000458,100,
QS15,0.8831168831168831,0.5986184692455304,0.8888888888888888,0.77,NA,NA,16.937741999999616,100,
QS16,1.0,1,NA,0.97,NA,NA,35.78848900000003,100,
QS17,0.5,0.11314049285708538,0.5,0.16000000000000003,NA,NA,0.0,100,
QS18,0.9886363636363636,0.91029661021315,0.0,0.88,NA,NA,12.11113800000021,100,
QS19,0.9117647058823529,0.6921650913850327,0.33333333333333337,0.6799999999999999,NA,NA,4.841095999999652,100,
QS20,0.9459459459459459,0.774487478424355,1.0,0.74,NA,NA,8.945373000000018,100,
QS21,0.9166666666666666,0.687860501673433,0.8,0.6,NA,NA,2.9256860000000415,100,
QS22,0.6,0.18265457785348982,0.5,0.19999999999999996,NA,NA,0.0,100,
QS23,0.46511627906976744,0.07210279061674085,0.6086956521739131,0.43000000000000005,NA,NA,2.984017999999651,100,
QS24,0.9375,0.7509824011193711,0.6666666666666667,0.48,NA,NA,0.002551000000039494,100,
QS25,0.375,0.014943177678492292,0.8,0.07999999999999996,NA,NA,0.0,100,
QS26,0.58,0.12672199799409833,0.7619047619047619,0.5,NA,NA,0.17962800000032075,100,
QS27,0.35294117647058826,0.0032171736872650403,0.9090909090909091,0.33999999999999997,NA,NA,4.4986479999997755,100,
QS28,0.6744186046511628,0.22324975313843543,0.8571428571428572,0.43000000000000005,NA,NA,9.095774000000347,100,
QS29,0.22033898305084745,-0.0341403418649755,0.8695652173913043,0.5900000000000001,NA,NA,1.034650000000056,100,
QS30,0.9016393442622951,0.6504008580427372,0.6666666666666667,0.61,NA,NA,0.6443159999998898,100,
QS31,0.5333333333333333,0.11696255904524144,0.5714285714285714,0.30000000000000004,NA,NA,2.599999993435631e-05,100,
QS32,0.46808510638297873,0.06741451415689548,0.64,0.47,NA,NA,0.2714099999998325,100,
QS33,0.9016393442622951,0.6504008580427372,0.6666666666666667,0.61,NA,NA,16.149473999999827,100,
QS34,0.38461538461538464,-0.05540149972368125,0.5833333333333333,0.39,NA,NA,9.985826000000088,100,
QS35,0.4090909090909091,0.03725643280498925,0.6923076923076923,0.43999999999999995,NA,NA,5.010898000000452,100,
QS36,0.8596491228070176,0.5422554999634968,1.0,0.5700000000000001,NA,NA,1.2937079999999241,100,
QS37,0.3695652173913043,0.002984862810724742,0.9655172413793104,0.45999999999999996,NA,NA,3.432441000000381,100,
QS38,0.18421052631578946,-0.05084252622090779,0.967741935483871,0.38,NA,NA,0.9149240000001555,100,
QS39,0.5,0.057487950807540766,0.8695652173913043,0.45999999999999996,NA,NA,1.8253140000001622,100,
QS40,0.37777777777777777,0.009763168349892326,0.8571428571428572,0.44999999999999996,NA,NA,10.831353000000036,100,
QS41,0.6724137931034483,0.21804301159947914,0.9473684210526316,0.5800000000000001,NA,NA,1.166070999999988,100,
QS42,0.2608695652173913,-0.030015211255470353,0.7647058823529411,0.45999999999999996,NA,NA,3.339549000000261,100,
QS43,0.6491228070175439,0.19039665775646009,0.9,0.5700000000000001,NA,NA,5.605819999999994,100,
QS44,0.3902439024390244,0.028517337812887344,0.72,0.41000000000000003,NA,NA,0.0,100,
QS45,0.9375,0.7552024421907948,0.5,0.64,NA,NA,5.557540999999219,100,
QS46,0.8666666666666667,0.5622815219325985,0.75,0.6,NA,NA,2.5864400000000387,100,
QS47,0.9506172839506173,0.7956847007534339,0.5,0.81,NA,NA,0.21007600000007187,100,
QS48,0.1875,-0.056895702682811855,0.8461538461538461,0.31999999999999995,NA,NA,0.0006419999999707215,100,
QS49,0.5,0.06276943678387048,0.8,0.4,NA,NA,1.9093450000000303,100,
QS50,0.4523809523809524,0.03194777873667487,0.8695652173913043,0.42000000000000004,NA,NA,1.0849010000001726,100,
QS51,0.9871794871794872,0.9010409046442569,0.0,0.78,NA,NA,26.691362000000026,100,
QS52,0.42857142857142855,0.06441636636663972,0.5833333333333333,0.42000000000000004,NA,NA,0.18898899999976493,100,
QS53,0.9882352941176471,0.9077227522554261,0.0,0.85,NA,NA,5.137313999999833,100,
QS54,0.375,0.014943177678492292,0.8,0.31999999999999995,NA,NA,0.0,100,
QS55,0.34146341463414637,-0.003842642144537556,0.8888888888888888,0.41000000000000003,NA,NA,1.7107879999998659,100,
QS56,0.7678571428571429,0.3763578662308462,0.6153846153846154,0.56,NA,NA,2.093590000000404,100,
QS57,0.8524590163934426,0.5336555154987597,0.6666666666666667,0.61,NA,NA,7.5390390000000025,100,
QS58,0.3888888888888889,0.0061658397579560376,1.0,0.36,NA,NA,5.758120000000417,100,
QS59,0.6862745098039216,0.2564257979051279,0.625,0.51,NA,NA,0.2359310000001642,100,
QS60,0.6956521739130435,0.25146939837124793,0.8571428571428572,0.45999999999999996,NA,NA,6.424664000000121,100,
QS61,0.42,0.015146216621070185,0.9655172413793104,0.5,NA,NA,2.229076999999961,100,
QS62,0.6428571428571429,0.18213650512057122,0.9333333333333333,0.42000000000000004,NA,NA,0.15137399999980516,100,
QS63,0.4222222222222222,0.04089461304751185,0.6923076923076923,0.44999999999999996,NA,NA,0.16129300000011426,100,
QS64,0.3673469387755102,0.009855335997946857,0.8387096774193549,0.49,NA,NA,0.08954499999981635,100,
QS65,0.5660377358490566,0.10660264827122268,0.8695652173913043,0.53,NA,NA,3.160577999999987,100,
QS66,0.9384615384615385,0.750744597875542,1.0,0.65,NA,NA,4.953670999999758,100,
QS67,0.3333333333333333,-0.004753253029166737,0.875,0.48,NA,NA,0.6303960000004736,100,
QS68,0.3877551020408163,0.017140725670672707,0.8,0.49,NA,NA,1.7475009999998292,100,
QS69,0.9076923076923077,0.6663064178891981,0.6666666666666667,0.65,NA,NA,5.500651999999718,100,
QS70,0.3269230769230769,-0.030861297885923955,0.6857142857142857,0.52,NA,NA,2.820165999999972,100,
QS71,0.8970588235294118,0.6421992251467803,0.5714285714285714,0.6799999999999999,NA,NA,12.856944999999996,100,
QS72,0.425531914893617,0.01998882576283234,0.8888888888888888,0.47,NA,NA,0.5270780000000741,100,
QS73,0.9523809523809523,0.7981505552638704,0.6666666666666667,0.63,NA,NA,2.8163610000001427,100,
QS74,0.821917808219178,0.46557556245575693,0.7692307692307692,0.73,NA,NA,4.6354770000002645,100,
QS75,1.0,1,NA,0.84,NA,NA,46.74866599999996,100,
QS76,1.0,1,NA,0.020000000000000018,NA,NA,0.0,100,
QS77,0.8676470588235294,0.5675638014725904,0.6666666666666667,0.6799999999999999,NA,NA,16.89451999999983,100,
QS78,0.30952380952380953,-0.0015493449379664348,0.9655172413793104,0.42000000000000004,NA,NA,2.593663000000106,100,
QS79,0.9583333333333334,0.818200986382317,0.6666666666666667,0.72,NA,NA,23.88715400000001,100,
QS80,0.5714285714285714,0.10799178910390461,1.0,0.42000000000000004,NA,NA,79.73723999999993,100,
QS81,0.8813559322033898,0.6241872316265329,0.2857142857142857,0.5900000000000001,NA,NA,0.13454799999999523,100,
QS82,0.41935483870967744,0.01788480667057002,0.8888888888888888,0.31000000000000005,NA,NA,0.0,100,
QS83,0.9642857142857143,0.8372206810681109,1.0,0.56,NA,NA,6.303189999999631,100,
QS84,0.2903225806451613,-0.006551653343269903,0.9090909090909091,0.31000000000000005,NA,NA,0.0,100,
QS85,0.2894736842105263,-0.05930241708957862,0.5925925925925926,0.38,NA,NA,14.407529000000068,100,
QS86,0.325,-0.003943334808455434,0.8888888888888888,0.4,NA,NA,0.6369439999998576,100,
QS87,0.4117647058823529,0.036652530193523214,0.7,0.33999999999999997,NA,NA,0.0007229999996525294,100,
QS88,0.8387096774193549,0.5243877920243454,0.4,0.62,NA,NA,0.01767100000006394,100,
QS89,0.3953488372093023,0.02245159608908187,0.7692307692307692,0.43000000000000005,NA,NA,1.2726630000001933,100,
QS90,0.7446808510638298,0.35220216601977905,0.5,0.47,NA,NA,0.0,100,
QS91,0.4523809523809524,0.08710374824029898,0.5217391304347826,0.42000000000000004,NA,NA,8.415463000000045,100,
QS92,0.5294117647058824,0.12977090204753172,0.5,0.51,NA,NA,12.786120999999866,100,
QS93,0.6181818181818182,0.15739706963196698,0.8571428571428572,0.55,NA,NA,6.46178800000007,100,
QS94,0.2647058823529412,-0.010569553820720445,0.96,0.33999999999999997,NA,NA,4.4698000000000775,100,
QS95,0.4117647058823529,0.02296412355098476,0.8,0.51,NA,NA,8.103769000000284,100,
QS96,0.5,0.10239171736624542,0.5454545454545454,0.43999999999999995,NA,NA,0.7984539999997651,100,
QS97,0.2692307692307692,-0.012420674623019545,0.8947368421052632,0.52,NA,NA,0.25592400000005,100,
QS98,0.46511627906976744,0.03796674464783201,0.8695652173913043,0.43000000000000005,NA,NA,71.27194899999995,100,
QS99,0.7894736842105263,0.39871518417755825,1.0,0.38,NA,NA,172.88035900000068,100,
QS100,0.4090909090909091,0.012970306218891059,0.9230769230769231,0.43999999999999995,NA,NA,2.7999999929306796e-05,100,
QS101,0.5208333333333334,0.08806417180542536,0.6956521739130435,0.48,NA,NA,1.5444929999998749,100,
QS102,0.7794117647058824,0.3809817858149873,0.9333333333333333,0.6799999999999999,NA,NA,0.574277999999822,100,
QS103,0.4782608695652174,0.0424010142059873,0.9166666666666666,0.45999999999999996,NA,NA,1.724902999999813,100,
QS104,0.2702702702702703,-0.03102244420203304,0.7407407407407407,0.37,NA,NA,0.04570499999999811,100,
QS105,0.4186046511627907,0.02502139731508768,0.8,0.43000000000000005,NA,NA,5.678243000000293,100,
QS106,0.6341463414634146,0.19026663021502,0.6666666666666667,0.41000000000000003,NA,NA,0.1724420000000464,100,
QS107,0.4878048780487805,0.07258532275094987,0.6666666666666667,0.41000000000000003,NA,NA,6.14049399999999,100,
QS108,0.4634146341463415,0.03498250115784862,0.9090909090909091,0.41000000000000003,NA,NA,0.2784999999998945,100,
QS109,0.9402985074626866,0.7635948299394527,0.5,0.6699999999999999,NA,NA,14.149959000000308,100,
QS110,0.2647058823529412,-0.05439322854475925,0.64,0.33999999999999997,NA,NA,0.0,100,
QS111,0.3695652173913043,-0.019527154992084128,0.7586206896551724,0.45999999999999996,NA,NA,0.1532400000000962,100,
QS112,0.7037037037037037,0.2620240155249798,0.875,0.54,NA,NA,7.694348999999875,100,
QS113,0.7111111111111111,0.2776029739651352,0.7692307692307692,0.44999999999999996,NA,NA,5.084662000000208,100,
QS114,0.5675675675675675,0.10765560087685755,0.875,0.37,NA,NA,0.6503909999998996,100,
QS115,0.3409090909090909,-0.01776806557978039,0.7586206896551724,0.43999999999999995,NA,NA,0.5390479999999798,100,
BOER1,NA,NA,NA,NA,0.4580152671755725,NA,NA,393.0,
BOER2,NA,NA,NA,NA,0.47783251231527096,NA,NA,406.0,
BOER3,NA,NA,NA,NA,0.5069767441860465,NA,NA,430.0,
BRCU1,NA,NA,NA,NA,0.4263322884012539,NA,NA,319.0,
BRCU2,NA,NA,NA,NA,0.4260869565217391,NA,NA,345.0,
BRCU3,NA,NA,NA,NA,0.5097493036211699,NA,NA,359.0,
CACA1,NA,NA,NA,NA,0.30494505494505497,NA,NA,364.0,
CACA2,NA,NA,NA,NA,0.33064516129032256,NA,NA,372.0,
CACA3,NA,NA,NA,NA,0.36049382716049383,NA,NA,405.0,
CAEG1,NA,NA,NA,NA,0.34615384615384615,NA,NA,364.0,
CAEG2,NA,NA,NA,NA,0.2824427480916031,NA,NA,393.0,
CAEG3,NA,NA,NA,NA,0.2870159453302961,NA,NA,439.0,
CAEL1,NA,NA,NA,NA,0.319672131147541,NA,NA,366.0,
CAEL2,NA,NA,NA,NA,0.3485576923076923,NA,NA,416.0,
CAEL3,NA,NA,NA,NA,0.3180428134556575,NA,NA,327.0,
CAHE1,NA,NA,NA,NA,0.3265895953757225,NA,NA,346.0,
CAHE2,NA,NA,NA,NA,0.32107843137254904,NA,NA,408.0,
CAHE3,NA,NA,NA,NA,0.29295774647887324,NA,NA,355.0,
CAHU1,NA,NA,NA,NA,0.25164113785557984,NA,NA,457.0,
CAHU2,NA,NA,NA,NA,0.2736077481840194,NA,NA,413.0,
CAHU3,NA,NA,NA,NA,0.32,NA,NA,400.0,
CAIR1,NA,NA,NA,NA,0.25129533678756477,NA,NA,386.0,
CAIR2,NA,NA,NA,NA,0.2507204610951009,NA,NA,347.0,
CAIR3,NA,NA,NA,NA,0.27635327635327633,NA,NA,351.0,
CALI1,NA,NA,NA,NA,0.22900763358778625,NA,NA,393.0,
CALI2,NA,NA,NA,NA,0.2631578947368421,NA,NA,437.0,
CALI3,NA,NA,NA,NA,0.2845528455284553,NA,NA,369.0,
CALO1,NA,NA,NA,NA,0.275,NA,NA,400.0,
CAMI1,NA,NA,NA,NA,0.3,NA,NA,340.0,
CAMI2,NA,NA,NA,NA,0.27837837837837837,NA,NA,370.0,
CAMI3,NA,NA,NA,NA,0.31712962962962965,NA,NA,432.0,
CAOV1,NA,NA,NA,NA,0.2972972972972973,NA,NA,444.0,
CAOV2,NA,NA,NA,NA,0.24512534818941503,NA,NA,359.0,
CAOV3,NA,NA,NA,NA,0.22811671087533156,NA,NA,377.0,
CAPU1,NA,NA,NA,NA,0.2631578947368421,NA,NA,399.0,
CAPU2,NA,NA,NA,NA,0.24316939890710382,NA,NA,366.0,
CAPU3,NA,NA,NA,NA,0.31414868105515587,NA,NA,417.0,
CAPY1,NA,NA,NA,NA,0.4131054131054131,NA,NA,351.0,
CAPY2,NA,NA,NA,NA,0.4236842105263158,NA,NA,380.0,
CAPY3,NA,NA,NA,NA,0.39950372208436724,NA,NA,403.0,
CASE1,NA,NA,NA,NA,0.2683544303797468,NA,NA,395.0,
CATH1,NA,NA,NA,NA,0.3442622950819672,NA,NA,488.0,
CATH2,NA,NA,NA,NA,0.3284671532846715,NA,NA,411.0,
CATH3,NA,NA,NA,NA,0.30917874396135264,NA,NA,414.0,
CPAR1,NA,NA,NA,NA,0.3622291021671827,NA,NA,323.0,
CPAR2,NA,NA,NA,NA,0.42120343839541546,NA,NA,349.0,
CPAR3,NA,NA,NA,NA,0.4534313725490196,NA,NA,408.0,
CSEL1,NA,NA,NA,NA,0.2531017369727047,NA,NA,403.0,
CSEL2,NA,NA,NA,NA,0.21727019498607242,NA,NA,359.0,
CSEL3,NA,NA,NA,NA,0.2956730769230769,NA,NA,416.0,
FABR1,NA,NA,NA,NA,0.33548387096774196,NA,NA,310.0,
FABR2,NA,NA,NA,NA,0.4025,NA,NA,400.0,
FABR3,NA,NA,NA,NA,0.31545741324921134,NA,NA,317.0,
FADE1,NA,NA,NA,NA,0.3494897959183674,NA,NA,392.0,
FADE2,NA,NA,NA,NA,0.3927765237020316,NA,NA,443.0,
FADE3,NA,NA,NA,NA,0.3746958637469586,NA,NA,411.0,
FAFR1,NA,NA,NA,NA,0.3356164383561644,NA,NA,438.0,
FAFR2,NA,NA,NA,NA,0.31952662721893493,NA,NA,338.0,
FAFR3,NA,NA,NA,NA,0.3090909090909091,NA,NA,385.0,
FAIM1,NA,NA,NA,NA,0.43137254901960786,NA,NA,408.0,
FAIM2,NA,NA,NA,NA,0.41388888888888886,NA,NA,360.0,
FAIM3,NA,NA,NA,NA,0.39452054794520547,NA,NA,365.0,
FAPA1,NA,NA,NA,NA,0.38084632516703787,NA,NA,449.0,
FAPA2,NA,NA,NA,NA,0.31926121372031663,NA,NA,379.0,
FAPA3,NA,NA,NA,NA,0.33161953727506427,NA,NA,389.0,
FAPE1,NA,NA,NA,NA,0.31519274376417233,NA,NA,441.0,
FAPE2,NA,NA,NA,NA,0.26216216216216215,NA,NA,370.0,
FAPE3,NA,NA,NA,NA,0.3325062034739454,NA,NA,403.0,
FAPU1,NA,NA,NA,NA,0.3287292817679558,NA,NA,362.0,
FAPU2,NA,NA,NA,NA,0.3287037037037037,NA,NA,432.0,
FAPU3,NA,NA,NA,NA,0.31741573033707865,NA,NA,356.0,
FAVI1,NA,NA,NA,NA,0.2852852852852853,NA,NA,333.0,
FDEN1,NA,NA,NA,NA,0.30097087378640774,NA,NA,412.0,
FDEN2,NA,NA,NA,NA,0.32914572864321606,NA,NA,398.0,
FDEN3,NA,NA,NA,NA,0.3160270880361174,NA,NA,443.0,
HUTE1,NA,NA,NA,NA,0.4650112866817156,NA,NA,443.0,
HUTE2,NA,NA,NA,NA,0.40875912408759124,NA,NA,411.0,
HUTE3,NA,NA,NA,NA,0.42718446601941745,NA,NA,412.0,
LEAC1,NA,NA,NA,NA,0.4415954415954416,NA,NA,351.0,
LEAC2,NA,NA,NA,NA,0.45918367346938777,NA,NA,392.0,
LEAC3,NA,NA,NA,NA,0.3775811209439528,NA,NA,339.0,
NIRI1,NA,NA,NA,NA,0.4582278481012658,NA,NA,395.0,
NIRI2,NA,NA,NA,NA,0.49876543209876545,NA,NA,405.0,
NIRI3,NA,NA,NA,NA,0.4378531073446328,NA,NA,354.0,
PALT1,NA,NA,NA,NA,0.2915601023017903,NA,NA,391.0,
PALT2,NA,NA,NA,NA,0.3114754098360656,NA,NA,488.0,
PALT3,NA,NA,NA,NA,0.2654639175257732,NA,NA,388.0,
PAXI1,NA,NA,NA,NA,0.3764705882352941,NA,NA,340.0,
PAXI2,NA,NA,NA,NA,0.36363636363636365,NA,NA,341.0,
PAXI3,NA,NA,NA,NA,0.3681592039800995,NA,NA,402.0,
PBON1,NA,NA,NA,NA,0.2773722627737226,NA,NA,411.0,
PBON2,NA,NA,NA,NA,0.27539503386004516,NA,NA,443.0,
PBON3,NA,NA,NA,NA,0.3076923076923077,NA,NA,455.0,
PCOR1,NA,NA,NA,NA,0.2953929539295393,NA,NA,369.0,
PCOR2,NA,NA,NA,NA,0.3433874709976798,NA,NA,431.0,
PCOR3,NA,NA,NA,NA,0.30434782608695654,NA,NA,368.0,
PEEX1,NA,NA,NA,NA,0.3157894736842105,NA,NA,361.0,
PEEX2,NA,NA,NA,NA,0.32,NA,NA,375.0,
PEEX3,NA,NA,NA,NA,0.33678756476683935,NA,NA,386.0,
PEIN1,NA,NA,NA,NA,0.2706185567010309,NA,NA,388.0,
PEPA1,NA,NA,NA,NA,0.36147757255936674,NA,NA,379.0,
PEPA2,NA,NA,NA,NA,0.32894736842105265,NA,NA,380.0,
PEPA3,NA,NA,NA,NA,0.4519906323185012,NA,NA,427.0,
PESE1,NA,NA,NA,NA,0.4087403598971722,NA,NA,389.0,
PINF1,NA,NA,NA,NA,0.2982005141388175,NA,NA,389.0,
PINF2,NA,NA,NA,NA,0.3046683046683047,NA,NA,407.0,
PINF3,NA,NA,NA,NA,0.2845303867403315,NA,NA,362.0,
PINT1,NA,NA,NA,NA,0.31932773109243695,NA,NA,357.0,
PINT2,NA,NA,NA,NA,0.3126760563380282,NA,NA,355.0,
PINT3,NA,NA,NA,NA,0.34523809523809523,NA,NA,420.0,
PLNY1,NA,NA,NA,NA,0.391705069124424,NA,NA,434.0,
PLNY2,NA,NA,NA,NA,0.4684466019417476,NA,NA,412.0,
PLNY3,NA,NA,NA,NA,0.42038216560509556,NA,NA,471.0,
PREI1,NA,NA,NA,NA,0.2819843342036554,NA,NA,383.0,
PSCH1,NA,NA,NA,NA,0.2885714285714286,NA,NA,350.0,
PSCH2,NA,NA,NA,NA,0.30402010050251255,NA,NA,398.0,
PSCH3,NA,NA,NA,NA,0.2714285714285714,NA,NA,350.0,
